에밀리아나 에코발란스 쇼비뇽 블랑,Emiliana Ecobalanced Sauvignon Blanc,화이트,None,None,19000,1,None,2,1,
에밀리아나 에코발란스 까베르네 소비뇽,Emiliana Ecobalance Cabernet Sauvignon,레드,None,None,19000,1,None,5,None,
에밀리아나 에코발란스 피노 누아,Emiliana Ecobalance Pinot Noir,레드,None,None,22000,1,None,3,None,
에밀리아나 아도베 샤도네,Emiliana Adobe Chardonnay,화이트,None,10~12℃,24000,1,None,3,1,
에밀리아나 아도베 시라,Emiliana Adobe Syrah,레드,None,None,24000,1,None,5,None,
에밀리아나 아도베 메를로,Emiliana Adobe Merlot,레드,None,None,24000,1,None,5,None,
에밀리아나 아도베 까르미네르,Emiliana Adobe Carmenere,레드,None,None,24000,1,None,5,None,
에밀리아나 아도베 까베르네 소비뇽,Emiliana Adobe Cabernet Sauvignon,레드,None,16~18℃,24000,1,None,4,None,
에밀리아나 에트니코,Emiliana Etnico,레드,None,None,35000,1,None,3,None,
에밀리아나 노바스 소비뇽 블랑,Emiliana Novas Sauvignon Blanc,화이트,None,8~10℃,None,1,None,3,1,
에밀리아나 노바스 샤도네이,Emiliana Novas Chardonnay,화이트,None,None,40000,1,None,4,1,
에밀리아나 노바스 까베르네 메를로,Emiliana Novas Cabernet Merlot,레드,None,16~18℃,None,2,None,4,None,
에밀리아나 노바스 까르메네르 까베르네 소비뇽,Emiliana Novas Carmenere Cabernet Sauvignon,레드,None,None,40000,2,None,4,None,
에밀리아나 노바스 피노 누아,Emiliana Novas Pinot Noir,레드,None,None,44000,2,None,3,None,
에밀리아나 SDO 샤도네 비오니에,Emiliana  Signos De Origen Chardonnay Viognier,화이트,None,10~12℃,66000,2,None,4,1,
에밀리아나 SDO 까베르네 쇼비뇽,Emiliana Signos De Origen Cabernet Sauvignon,레드,None,None,80000,1,None,5,None,
에밀리아나 지,Emiliana Ge,레드,None,None,174000,1,None,5,None,
쿠수마노 시라,Cusumano Syrah,레드,None,None,32000,None,None,None,None,
쿠수마노 네로다볼라,Cusumano Nero d'Avola,레드,None,None,32000,1,None,3,None,
쿠수마노 베누아라,Cusumano Benuara,레드,None,None,52000,1,None,4,None,
페트라 진가리,Petra Zingari,레드,None,None,54000,1,None,3,None,
프리스트 랜치 코치건,Priest Ranch Coachgun,레드,15.5,16~18℃,320000,1,None,5,None,
페트라 에보,Petra Ebo,레드,None,None,73000,1,None,4,None,
프리스트 랜치 까베르네 쇼비뇽,Priest Ranch Cabernet Sauvignon,레드,14.9,16~18℃,180000,1,None,4,None,
오르넬라이아 레 세레 누오베,Ornellaia Le Serre Nuove,레드,None,None,165000,1,None,5,None,
키안티 델 바론 리카솔리 ,Chianti del Barone Ricasoli ,레드,None,None,59000,1,None,4,None,
머드 하우스 말보로 소비뇽 블랑,Mud House Marlborough Sauvignon Blanc,화이트,None,8~10℃,None,1,None,2,1,
로버트 오틀리 시그니쳐 시리즈 쉬라즈,Robert Oatley Signature Series Shiraz,레드,None,None,64000,1,None,4,None,
세냐,Sena,레드,None,16~18℃,450000,1,None,4,None,
그리즐리 베어 샤도네이,Grizzly Bear Chardonnay,화이트,None,None,40000,1,None,1,1,
그리즐리 베어 진판델,Grizzly Bear Zinfandel,레드,None,None,40000,1,None,5,None,
그리즐리 베어 까베르네 쇼비뇽,Grizzly Bear Cabernet Sauvignon,레드,None,None,40000,1,None,5,None,
릿지 릿톤 스프링 진판델,Ridge Lytton Springs Zinfandel,레드,None,16~18℃,113000,1,None,5,None,
릿지 기셔빌 진판델,Ridge Geyserville Zinfandel,레드,None,16~18℃,113000,1,None,5,None,
릿지 에스테이트 샤도네,Ridge Estate Chardonnay,화이트,None,None,137000,1,None,4,1,
릿지 에스테이트 까베르네 소비뇽,Ridge Estate Cabernet Sauvignon,레드,None,None,137000,1,None,5,None,
릿지 몬테 벨로 샤도네이,Ridge Monte Bello Chardonnay,화이트,None,None,235000,1,None,5,1,
릿지 몬테 벨로,Ridge Monte Bello,레드,None,16~18℃,510000,1,3,5,4,
프란시스 포드 코폴라 로쏘 & 비앙코 피노 그리지오,Francis Ford Coppola Rosso & Bianco Pinot Grigio,화이트,None,10~12℃,49000,None,None,3,1,
프란시스 포드 코폴라 와이너리 디렉터스 컷 진판델,Francis Ford Coppola Winery Director's Cut Zinfandel,레드,None,16~19℃,88000,1,None,5,None,
프란시스 포드 코폴라 다이아몬드 플럼 라벨 쁘띠 시라,Francis Ford Coppola Diamond Plum Label Petite Sirah,레드,None,16~18℃,69000,1,None,4,None,
프란시스 포드 코폴라 소피아 블랑 드 블랑 브륏,Francis Ford Coppola Sofia Blanc de Blancs Brut,스파클링,None,6~8℃,90000,1,None,3,None,
시밍턴 알타노,Symington Altano,레드,None,None,27000,1,None,4,None,
블랜디스 듀크 오브 클라렌스 마데이라,Blandy's Duke of Clarence  Madeira,주정강화,None,None,69000,5,None,5,None,
블랜디스 10년 세르시알,Blandy’s 10 Year Old 'Sercial',고도주,19.0,20℃,155000,3,None,5,None,
임페리움 비니 까베르네 소비뇽,Imperium Vini Vin de Pays C/S,레드,None,None,25000,1,None,5,None,
임페리움 비니 템프라니요,Imperium Vini Vin de Pays Tempranillo,레드,None,None,25000,1,None,5,None,
짐머만 그래프 & 뮬러 피터 앤 피터 젤러 리슬링 스위트,ZGM Peter & Peter Zeller Riesling Sweet,화이트,None,None,50000,None,None,None,1,
제라르 베르트랑 꼬뜨 데 로제 루즈,Gerard Bertrand Cote des Roses Rouge,레드,None,16~18℃,None,2,None,3,None,
제라르 베르트랑 꼬뜨 데 로제 블랑,Gerard Bertrand Cote des Roses Blanc,화이트,None,10~12℃,None,2,None,3,1,
제라르 베르트랑 크레망 드 리무 로제,Gerard Bertrand Cremant de Limoux Rose,스파클링,None,6~8℃,None,1,2,3,1,
제라르 베르트랑 크레망 드 리무 뀌베 토마스 제퍼슨,Gerard Bertrand Cremant de Limoux Cuvee Thomas Jefferson,스파클링,None,6~8℃,None,1,None,3,None,
마르셀 다이스 리슬링,Marcel Deiss Riesling,화이트,12.5,10~12℃,74000,1,None,4,1,
샤또 드 페슬 로제 당주,Chateau de Fesles Rose d'Anjou,로제,None,None,36000,3,None,2,None,
장 뤽 콜롬보 셍 조셉 레 로브,Jean Luc Colombo Saint Joseph Les Lauves,레드,None,16~18℃,99000,1,None,5,None,
로랑 페리에 빈티지 브룻,Laurent  Perrier Vintage Brut ,스파클링,12.5,6~8℃,220000,1,3,4,1,
부켄하우츠크로프 초콜릿 블록,Boekenhoutskloof The Chocolate Block,레드,None,None,112000,1,None,None,None,
부켄하우츠크로프 포큐파인 릿지 시라,Boekenhoutskloof Porcupine Ridge Syrah,레드,14.5,None,46000,1,None,None,None,
오 푸르니에 어반 블렌드,O. Fournier Urban Blend,레드,14.0,None,30000,None,None,None,None,
마테틱 코라릴로 까베르네 쇼비뇽,Matetic Corralillo Cabernet Sauvignon,레드,None,None,74000,None,None,None,None,
레드트리 삐노 누아,Redtree Pinot Noir,레드,12.5,None,38000,None,None,None,None,
레드트리 샤도네이,Redtree Chardonnay,화이트,12.5,None,38000,None,None,None,1,
야라 예링 드라이 레드 넘버 2,Yarra Yering Dry Red No2.,레드,None,None,220000,None,None,None,None,
야라 예링 드라이 레드 넘버 1,Yarra Yering Dry Red No1.,레드,None,None,230000,None,None,None,None,
뮬러 카토아 지멜딩거 리슬링 까비넷,Muller Catoir Gimmeldinger Riesling Kabinett,화이트,None,None,108000,None,None,None,1,
넬린,Nelin,화이트,None,None,190000,None,None,None,1,
팔레스코 비티아노,Falesco Vitiano,레드,None,None,56000,None,None,None,None,
파토리아 데이 바르비 로쏘 데이 바르비,Fattoria dei Barbi Rosso dei Barbi,레드,None,None,56000,None,None,None,None,
마테오 꼬레지아 로에로 라 발 데이 쁘레띠,Matteo Correggia Roero La Val Dei Preti,레드,None,None,124000,None,None,None,None,
브루노 로카 바르바레스코,Bruno Rocca Barbaresco,레드,None,None,200000,None,None,None,None,
도멘 어거스트 끌레프 '레 뱅 드 아미',Doimaine August Clape 'Le Vin des Amis',레드,None,None,124000,None,None,None,None,
도멘 어거스트 끌레프 꼬뜨 두론,Doimaine August Clape Cotes du Rhone,레드,None,None,170000,None,None,None,None,
도멘 어거스트 끌레프 꼬르나스 '르네상스',Domaine August Clape Cornas 'Renaissance',레드,None,None,290000,None,None,None,None,
도멘 어거스트 끌레프  꼬르나스,Domaine August Clape  Cornas ,레드,None,16~18℃,390000,1,3,4,4,
오디푸스,Odipus,레드,14.0,16~18℃,50000,None,None,None,None,
알세뇨 프리미엄 50 바리카 시라,Alceno Premium 50 Barricas Syrah,레드,14.5,16~18℃,45000,None,None,None,None,
도멘 뒤 콜롬비에르  에르미따쥬 루즈,Domaine du Colombier  Hermitage Rouge,레드,13.5,16~18℃,250000,1,4,5,4,
도멘 뒤 콜롬비에르 크로제 에르미따쥬 루즈,Domaine du Colombier  Crozes Hermitage Rouge,레드,12.5,16℃,80000,None,None,None,None,
도멘 뒤 콜롬비에르 크로제 에르미따쥬 블랑,Domaine du Colombier Crozes Hermitage Blanc,화이트,13.0,16~18℃,80000,None,None,None,1,
샤또 드 보드위 아미랄 쥐 ,Chateau de Vaudieu Amiral G ,레드,14.5,16~18℃,330000,1,None,5,None,
샤또 드 보드위 발 디 디유,Chateau de Vaudieu Val de Dieu,레드,14.5,16~18℃,220000,1,None,5,None,
도팽 드 그랑 퐁떼 ,Dauphin de Grand Pontet,레드,13.5,16~18℃,120000,1,None,4,None,
르 레플레 드 라피트 까르까세,Le Reflet Laffitte Carcasset ,레드,12.5,16~18℃,84000,None,None,None,None,
샤또 안토닉,Chateau Anthonic,레드,13.5,16~18℃,84000,None,None,None,None,
산타이네스 리제르바 샤도네이,Santa Ines Reserva Chardonnay,화이트,14.0,16~18℃,38000,1,3,3,1,
산타이네스 쇼비뇽 블랑,Santa Ines Sauvignon Blanc,화이트,13.0,10~12℃,30000,1,3,2,1,
꼰차 이 또로 프론테라 메를로,Concha y Toro Frontera Merlot,레드,None,None,None,None,None,None,None,
하디스  빈 53 샤르도네,Hardys  Bin53 Chardonnay ,화이트,None,None,12900,None,None,None,1,
하디스  빈 53 쉬라즈 ,Hardys  Bin53 Shiraz,레드,None,None,12900,1,None,None,None,
하디스  빈 53 까베르네 소비뇽 ,Hardys  Bin53 Cabernet Sauvignon ,레드,None,None,12900,1,None,None,None,
파이니스트 빈아 도 빈테로 두오로 리제르바,Finest Vinha Do Vinteiro Douro Reserva ,레드,None,None,None,None,None,None,None,
파이니스트 산지오베제 디 로마냐 ,Finest Sangiovese Di Romagna ,레드,None,None,21000,None,None,None,None,
산타이네스 샤도네이,Santa Ines Chardonnay,화이트,13.5,10~12℃,30000,1,3,3,1,
갈로 리빙스톤 콩코드,Gallo Livingston Concord,레드,None,None,10500,None,None,None,None,
산타이네스 까르미네르,Santa Ines Carmenere,레드,14.0,16~18℃,30000,1,2,3,3,
산타이네스 메를로,Santa Ines Merlot,레드,13.5,16~18℃,30000,1,3,3,3,
엔트와인 샤도네이 ,Entwine Chardonnay,화이트,13.5,10~12℃,None,None,None,None,1,
웬티 리바 랜치 샤도네이,Wente Riva Ranch Chardonnay,화이트,14.5,10~12℃,66000,1,None,5,1,
웬티 찰스 웻 모어 까베르네 쇼비뇽,Wente Charles Wetmore Cabernet Sauvignon,레드,14.5,16~18℃,66000,1,None,5,None,
웬티 루이스 멜 소비뇽 블랑,Wente Louis Mel Sauvignon Blanc,화이트,13.0,10~12℃,42000,2,None,2,1,
웬티 모닝 포그 샤도네이,Wente Morning Fog Chardonnay,화이트,13.5,10~12℃,42000,1,None,3,1,
웬티 서던 힐스 까베르네 쇼비뇽,Wente Southern Hills Cabernet Sauvignon,레드,13.5,16~18℃,42000,1,None,5,None,
테스코 프렌치 레드 ,Tesco French Red,레드,None,16~18℃,5900,1,None,2,None,
테스코 브륏 까바 스파클링,Tesco Brut Cava Sparkling,스파클링,None,None,15000,None,None,None,None,
테스코 레드 버건디 ,Tesco Red Burgundy,레드,None,None,32000,None,None,None,None,
심플리 핑크 모스카텔,Simply Pink Moscatel,스파클링,5.5,None,9900,None,None,None,None,
더 그레이프 그라인더 피노타쥐,The Grape Grinder Pinotage,레드,None,16~18℃,32000,1,None,3,None,
드 보톨리 노블 원,De Bortoli Noble One,화이트,10.0,None,None,5,None,5,1,
알타 비스타 프리미엄 또론테스,Alta Vista Premium Torrontes,화이트,14.0,8~10℃,44000,1,3,2,1,
델리까또  날리헤드 비오니에,Delicato  Gnarly Head Vigonier,화이트,13.5,10~12℃,58000,1,None,3,1,
델리카토 까베르네 소비뇽 ,Delicato Cabernet Sauvignon,레드,13.0,None,36000,None,None,None,None,
우드헤이븐 메를로,Woodhaven Merlot,레드,13.0,None,30000,None,None,None,None,
우드헤이븐 까베르네 소비뇽,Woodhaven Cabernet Sauvignon,레드,13.0,None,30000,None,None,None,None,
스플렌디드 스파클링 엑스트라 드라이,Splendid Sparkling Extra Dry,스파클링,12.0,6~8℃,34000,1,None,3,None,
조셉 드라덴 코블렌츠 리슬링 스패트레제,Josef Drathen Koblenz Riesling Spatlese,화이트,7.5,6~8℃,32000,5,None,1,1,
조셉 드라덴 코블렌츠 리슬링 카비넷 ,Josef Drathen Koblenz Riesling Kabinett,화이트,7.5,6~8℃,30000,5,None,1,1,
페레즈 크루즈  와이키 카베르네소비뇽,Perez Cruz Waiki Cabernet Sauvignon ,레드,13.5,16~18℃,None,None,None,None,None,
라디오 보카 베르데호,Radio Boca Verdejo,화이트,13.0,None,24000,1,None,2,1,
라디오 보카 뗌쁘라니요,Radio Boca Tempranillo,레드,13.0,None,24000,1,None,3,None,
보데가스 무가 또레 무가,Bodegas Muga Torre Muga,레드,14.0,16~18℃,320000,1,None,5,None,
무가 블랑코,Muga Blanco,화이트,13.0,10~12℃,54000,1,None,3,1,
포지오 치베타 끼안띠 클라시코 ,Poggio Civetta Chianti Classico ,레드,13.0,None,38000,1,None,5,None,
포지오 치베타 끼안띠 ,Poggio Civetta Chianti ,레드,12.5,None,28000,1,None,4,None,
포지오 치베타 비앙코 토스카나 ,Poggio Civetta Bianco Toscana,화이트,12.5,10~12℃,22000,1,None,3,1,
포지오 치베타 로쏘 토스카나 ,Poggio Civetta Rosso Toscana ,레드,12.5,None,22000,1,None,3,None,
라 까노바 바르바레스코,La Ca’Nova Barbaresco,레드,None,None,138000,None,None,None,None,
라 까노바 바르베라 달바 '로레토',La Ca’Nova Barbera d’Alba 'Loreto',레드,None,16~18℃,90000,1,None,4,None,
알도 콘떼르노 바롤로 부시아 ,Aldo Conterno Barolo  Bussia,레드,15.0,16~18℃,360000,1,None,5,None,
우마니론끼 요리오 몬텔풀치아노 다부르쪼,Umani Ronchi Jorio Montepulciano d'Abruzzo,레드,13.5,None,50000,None,None,None,None,
우마니 론끼 비고르 ,Umani Ronchi Vigor ,레드,13.0,None,46000,1,None,4,None,
우마니 론끼 요리오 화이트,Umani Ronchi Jorio Bianco,화이트,13.0,None,50000,1,None,3,1,
까펠 비노스 펠라시오 델 자르 화이트 ,Capel Vinos Palacio del Zar Blanco,화이트,11.0,None,20000,None,None,None,1,
까펠 비노스 펠라시오 델 자르 레드,Capel Vinos Palacio del Zar Tinto,레드,11.0,None,20000,None,None,None,None,
베츠 패밀리 끌로 드 베츠,Betz Family Clos de Betz,레드,14.5,16~18℃,350000,1,None,5,None,
베츠 패밀리 페레 드 파밀리에 까베르네 쇼비뇽,Betz Family Pere de Famille Cabernet Sauvignon,레드,14.5,16~18℃,400000,None,None,None,None,
베츠 패밀리 꾸베 프랑젱,Betz Family Cuvee Frangin,레드,14.3,16~18℃,290000,None,None,None,None,
파워스 쉬라,Powers Syrah,레드,14.5,16~18℃,60000,None,None,None,None,
파워스 메를로,Powers Merlot,레드,13.5,16~18℃,60000,None,None,None,None,
파워스 까베르네 쇼비뇽,Powers Cabernet Sauvignon,레드,13.5,16~18℃,60000,None,None,None,None,
덕 판드  왈루케 슬로프 에치드 쉬라,Duck Pond  Wahluke Slope Etched Syrah,레드,14.5,16~18℃,150000,1,None,5,None,
덕 판드  샤르도네,Duck Pond  Chardonnay,화이트,14.5,10~12℃,50000,1,3,3,1,
루츠빌 다이아몬드 콜렉션 까베르네 쇼비뇽,Lutzville Diamond Collection Cabernet Sauvignon ,레드,None,16~18℃,53000,None,None,None,None,
루츠빌 다이아몬드 콜렉션 쉐닝블랑,Lutzville Diamond Collection Chenin Blanc,화이트,None,10~12℃,53000,None,None,None,1,
루츠빌 피노타지,Lutzville Pinotage ,레드,None,None,29000,None,None,None,None,
루츠빌 까베르네 쇼비뇽,Lutzville Cabernet Sauvignon ,레드,None,16~18℃,29000,None,None,None,None,
루츠빌 샤도네이,Lutzville Chardonnay,화이트,None,10~12℃,29000,None,None,None,1,
네이엔 아팔타,Neyen Espiritu de Apalta,레드,None,16~18℃,203000,1,None,5,None,
베라몬테 리츄얼 피노누아,Veramonte Ritual Pinot Noir,레드,14.0,15~16℃,64000,1,None,4,None,
베라몬테 리저브 피노누아,Veramonte Reserva Pinot Noir,레드,None,16~18℃,None,None,None,None,None,
베라몬테 리저브 까베르네 쇼비뇽,Veramonte Reserva Cabernet Sauvignon,레드,None,16~18℃,None,None,None,None,None,
베라몬테 리저브 멜롯,Veramonte Reserve Merlot,레드,None,16~18℃,None,1,None,4,None,
베라몬테 리츄얼 쇼비뇽블랑,Veramonte Ritual Sauvignon Blanc,화이트,None,10~12℃,64000,None,None,None,1,
베라몬테 리저브 샤도네이,Veramonte Reserva Chardonnay,화이트,None,10~12℃,None,None,None,None,1,
베라몬테 리저브 쇼비뇽블랑,Veramonte Reserva Sauvignon Blanc,화이트,None,10~12℃,None,None,None,None,1,
나인 노스 파슬  41 멜롯,Nine North Parcel 41 Merlot,레드,None,16~18℃,95000,None,None,None,None,
미스터 스미스 쉬라즈,Mr. Smith Shiraz,레드,None,16~18℃,75000,None,None,None,None,
핸드픽트 투에잇츠 쉬라즈,Handpicked Two Eights Shiraz,레드,None,None,33000,None,None,None,None,
핸드픽트 투에잇츠 까베르네 쇼비뇽,Handpicked Two Eights Cabernet Sauvignon,레드,None,16~18℃,33000,None,None,None,None,
핸드픽트 투에잇츠 쇼비뇽 블랑 세미용,Handpicked Two Eights Sauvignon Blanc Semillon,화이트,None,9~11℃,69000,1,None,3,1,
곤잘레스 비야스 아포스톨레스 30년,Gonzales Byass Apostoles 30 years,주정강화,20.0,10~12℃,286000,None,None,None,None,
곤잘레스 비야스 넥타르,Gonzales Byass Nectar,주정강화,15.0,8~10℃,75000,None,None,None,None,
곤잘레스 비야스 크리스티나 미디윰 드라이 올로로소 ,Gonzales Byass Cristina Medium Dry Oloroso,주정강화,17.5,8~10℃,64000,None,None,None,None,
곤잘레스 비야스 알폰소 올로로소,Gonzales Byass Alfonso Oloroso,주정강화,18.0,8~10℃,60000,None,None,None,None,
곤잘레스 비야스 솔레라 1847 크림쉐리,Gonzales Byass Solera 1847 Cream Sherry,주정강화,18.0,8~10℃,60000,4,None,5,None,
곤잘레스 비야스  비냐 아베 아몬티야도,Gonzales Byass Vina AB Amontillado,주정강화,16.5,13~15℃,60000,1,None,5,None,
바라온다 크리안쟈,Barahonda Crianza,레드,None,16~18℃,51000,None,None,None,None,
바라온다 모나스트렐,Barahonda Monastrell ,레드,None,None,36000,None,None,None,None,
베로니아 그랑 레세르바,Beronia Gran Reserva,레드,None,16~18℃,None,None,None,None,None,
베로니아 레세르바,Beronia Reserva,레드,None,16~18℃,75000,None,None,None,None,
베로니아 크리안자,Beronia Crianza,레드,None,16~18℃,44000,1,3,3,2,
베로니아 비우라 ,Beronia Viura,화이트,None,None,38000,None,None,None,1,
빌라누 브뤼 나투르 레세르바,Vilarnau Brut Nature Reserva,스파클링,None,6~8℃,55000,None,None,None,None,
빌라누 브뤼 레세르바 가우디,Vilarnau Brut Reserva Gaudi,스파클링,None,6~8℃,47000,None,None,None,None,
빌라누 브뤼 로제 레세르바,Vilarnau Brut Rose Reserva,스파클링,None,6~8℃,42000,1,None,3,None,
빌라누 돔 뽀띠에 브뤼 나투르 ,Vilarnau Dom Potier Brut Nature,스파클링,None,6~8℃,33000,None,None,None,None,
빌라누 브뤼,Vilarnau Brut ,스파클링,None,None,11000,None,None,None,None,
파토리아 라 탄치아 일 피아지오네 끼안띠 클라시꼬 레세르바,Fattoria la tancia Il PiaggioneI Chianti Classico Reserva,레드,None,None,60000,None,None,None,None,
파토리아 라 탄치아 산 마르티노 끼안띠 클라시꼬 ,Fattoria la tancia San Martino Chianti Classico ,레드,None,None,49000,None,None,None,None,
떼르 세귀,Terre Seguis,레드,None,16~18℃,20000,1,None,2,None,
콩캐넌 레스 소비뇽 블랑,Concannon Res Sauvignon Blanc '06,화이트,None,8~10℃,55000,1,None,3,1,
콩캐넌 엘티디 쁘띠 쉬라,Concannon LTD Petite Syrah '07,레드,None,None,65000,None,None,None,None,
콩캐넌 셀렉티드 쉬라,Concannon  Selected Syrah ,레드,None,None,55000,None,None,None,None,
콩캐넌 셀렉티드 샤도네이,Concannon Selected Chardonnay ,화이트,None,None,55000,None,None,None,1,
플립 플랍 샤도네이,Flip Flop Chardonnay,화이트,None,10~12℃,28000,1,2,3,1,
베르사노 코스타룬가 바르베라 다스티,Bersano Costalunga Barbera Asti DOCG ,레드,None,None,45000,None,None,None,None,
베르사노 만티코 바르바레스코,Bersano Mantico Barbaresco,레드,None,None,150000,None,None,None,None,
베르사노 니르바스코 바롤로,Bersano Nirvasco Barolo,레드,None,None,160000,None,None,None,None,
베르사노 카스텔가로 브라케토 다퀴,Bersano Castelgaro Brachetto d’Acqui,스파클링,6.0,11~13℃,45000,4,None,3,None,
포데르노보 테우토,Podernovo Teuto,레드,None,None,65000,None,None,None,None,
포데르노보 알리오토,Podernovo Aliotto,레드,None,None,45000,None,None,None,None,
파블로프 보드카,Pavlov Vodka,고도주,None,None,20000,None,None,None,None,
도멘 파랑 뽀마르 프르미에 크뤼 레 자길리에르,Domaine Parent Pommard 1er Cru Les argillieres,화이트,None,None,400000,None,None,None,1,
도멘 파랑 뽀마르 프르미에 크뤼 레 샹랭,Domaine Parent Pommard 1er Cru Les chanlins,화이트,None,None,400000,None,None,None,1,
앙또넹 귀용 오뜨 꼬뜨 드 뉘 ‘레담 드 베르지’,Antonin Guyon Hautes Cotes de Nuits ‘Les Dames de Vergy’,레드,12.5,None,92000,None,None,None,None,
파커 이스테이트 페이버리트 선 샤도네이,Parker estate Favourite son Chardonnay,화이트,None,10~12℃,55000,1,None,3,1,
파커 이스테이트 페이버리트 선 쉬라즈,Parker estate Favourite son Shiraz,레드,None,16~18℃,55000,1,None,4,None,
파커 이스테이트 페이버리트 선 까베르네 멜롯,Parker Estate Favourite son Cabernet Merlot,레드,None,16~19℃,55000,1,3,4,4,
핀카 플리치만 미스테리오 샤도네이,Finca Flichman Misterio Chardonnay,화이트,13.0,10~12℃,30000,1,None,3,1,
핀카 플리치만 미스테리오 쉬라즈,Finca Flichman Misterio Shiraz,레드,13.5,16~18℃,30000,1,None,4,None,
핀카 플리치만 미스테리오 말벡,Finca Flichman Misterio Malbec,레드,13.5,17~19℃,30000,1,None,3,None,
핀카 플리치만 미스테리오 까베르네 소비뇽,Finca Flichman Misterio Cabernet Sauvignon,레드,13.5,16~19℃,30000,1,None,3,None,
핀카 플리치만 제스토스 까베르네 쇼비뇽,Finca Flichman Gestos Cabernet Sauvignon,레드,None,None,55000,None,None,None,None,
핀카 플리치만 제스토스 말벡,Finca Flichman Gestos Malbec,레드,14.0,16~18℃,55000,1,None,4,None,
루이스 펠리페 에드워즈 시그니처 샤도네이,Luis Felipe Edwards Signature Series Chardonnay,화이트,None,None,25000,None,None,None,1,
루이스 펠리페 에드워즈 시그니처 멜롯,Luis Felipe Edwards Signature Series Merlot,레드,None,None,25000,None,None,None,None,
루이스 펠리페 에드워즈 시그니처 까베르네 쇼비뇽,Luis Felipe Edwards Signature Series Cabernet Sauvignon,레드,None,16~18℃,25000,1,None,3,None,
루이스 펠리페 에드워즈 엘에프이 900,Luis Felipe Edwards LFE 900,레드,None,None,100000,None,None,None,None,
라로쉬 비오니에,Laroche Viognier,화이트,13.0,None,40000,1,None,3,1,
루이스 펠리페 에드워즈 엘에프이 100 씨엔,Luis Felipe Edwards LFE 100 CIEN ,레드,None,None,160000,None,None,None,None,
산 호세 데 아팔타 리저브 아쎔블라쥐,San Jose de Apalta Reserve Assemblage,레드,14.5,16~18℃,None,1,None,4,None,
콜도르치아  그라빠  디 브루넬로 ,Col D'orcia Grappa di Brunello ,화이트,40.0,None,None,None,None,None,1,
콜도르치아 브루넬로 디 몬탈치노,Col D'orcia Brunello di Montalcino,레드,13.5,16~18℃,None,1,None,4,None,
크레스만 그랑 리저브 생떼밀리옹,Kressmann Grande Reserve Saint Emilion,레드,13.0,None,50000,None,None,None,None,
콜도르치아 로쏘 디 몬탈치노,Col D'orcia Rosso di Montalcino,레드,13.5,16~18℃,None,1,None,4,None,
콜도르치아 지네프론 끼안띠 ,Col D'orcia Ginepron Chianti ,레드,13.5,16~18℃,None,1,None,3,None,
콜도르치아 피노 그리지오 '오가닉' ,Col D'orcia Pinot Grigio 'Orgarnic' ,화이트,13.5,16~18℃,None,1,None,3,1,
마르케시 디 바롤로 네비올로 달바 미쉐트,Marchesi di Barolo Nebbiolo d'Alba Michet,레드,13.5,16~18℃,None,1,None,5,None,
마르케시 디 바롤로 바르베라 달바 루베이,Marchesi di Barolo Barbera d'Alba Ruvei,레드,13.0,16~18℃,None,1,None,4,None,
마르케시 디 바롤로 돌체토 달바 마돈나 델 도노,Marchesi di Barolo Dolcetto d’Alba Madonna Del Dono,레드,13.5,16~18℃,None,1,None,4,None,
칸티나 자카니니 일 비앙코 디 치쵸,Cantina Zaccagnini Il bianco di Ciccio,화이트,11.5,10~12℃,None,2,None,2,1,
빈치오 발리오 세라 카스텔 델 마고 피노 샤도네이,Vinchio Vaglio Serra Castel del Mago Pinot Chardonnay,스파클링,None,None,55000,None,None,None,None,
라 그라나챠,La Granacha ,레드,None,16~18℃,62000,None,None,None,None,
도멘 데 피,Domaine des Fees,레드,None,16~18℃,51000,None,None,None,None,
라 샤펠 드 베비앙,La Chapelle de Bebian ,화이트,None,10~12℃,93000,None,None,None,1,
마띠유 앙뛰네 샤블리 알랭꼬르시아 ,Antunes Matthieu Chablis Alain Corcia,화이트,None,None,68000,None,None,None,1,
샤또 마르삭 세귀뇨,Chateau Marsac Seguineau,레드,None,16~18℃,99000,1,None,4,None,
샤또 다가삭,Chateau d'Agassac,레드,13.0,16~18℃,90000,1,3,4,3,
샤또 뮤레,Ch. Muret Cru Bourgeois,레드,None,None,62000,None,None,None,None,
샤또 뚜르 뒤 몽,Ch. Tour du Mont,레드,None,None,42000,None,None,None,None,
샤또 드 뚜르떼롱,Ch. de Tourteyron Cru Bourgeois,레드,None,None,51000,None,None,None,None,
마르케스 드 모니스트롤 엠까바 프리미엄 브륏,Marques de Monistrol M/M Premium Cava Brut,스파클링,None,None,68750,None,None,None,None,
샤또 드 레스탕,Chateau de l'Estang,레드,None,16~18℃,65000,1,None,4,None,
마르케스 드 라 꼰꼬르디아 엠까바 이스페셜 브륏 로제,Marques de La Concordia M/M CAVA Especial Brut Rose,스파클링,12.0,6~8℃,45000,None,None,None,None,
샤또 멜라드 그라브,Chateau Maillard Graves,레드,None,16~18℃,44000,1,None,3,None,
마르케스 드 라 꼰꼬르디아 엠까바 이스페셜 브륏,Marques de La Concordia MM Cava Especial Brut,스파클링,11.5,6~8℃,45000,1,None,3,None,
샤또 벨 에르 프롱삭,Chateau Bel Air Fronsac,레드,None,16~18℃,40000,None,None,None,None,
