879,뵈브 암발  크레망 드 부르고뉴 그랑 뀌베 브륏,Veuve Ambal  Cremant de Bourgogne Grande Cuvee Brut,스파클링,None,6~8℃,50000,1,None,3,None
880,뵈브 암발  크레망 드 부르고뉴 그랑 뀌베 로제,Veuve Ambal  Cremant de Bourgogne Grande Cuvee Rose,스파클링,None,7~9℃,50000,1,None,3,None
881,뵈브 암발  크레망 드 부르고뉴 라 그랑 꼬뜨,Veuve Ambal  Cremant de Bourgogne La Grande Cote,스파클링,None,6~8℃,56000,1,None,3,None
882,샤또 레 그랑 마레쇼,Chateau les Grands Marechaux,레드,None,16~18℃,100000,1,None,4,None
883,샤또 레 마레쇼,Chateau les Marechaux,레드,None,16~18℃,90000,1,None,4,None
884,잉글눅  니바움 에스테이트 1882 까베르네 소비뇽,Inglenook  Niebaum Estate 1882 Cabernet Sauvignon,레드,None,16~18℃,168000,1,None,5,None
885,후프스  후플라 나파 밸리 레드 블랜드,Hoopes  Hoopla Napa Valley Red Blend,레드,None,16~18℃,100000,1,None,4,None
886,매티스  우버블렌드,Mathis  Uberblend,레드,None,16~18℃,160000,1,None,5,None
887,실버고스트  리제르바 카버넷 소비뇽,Silver Ghost  Cabernet Cabernet Sauvignon,레드,None,16~18℃,32000,1,None,4,None
888,실버고스트  카버넷 소비뇽,Silver Ghost  Cabernet Sauvignon,레드,None,16~18℃,24000,1,None,3,None
889,실버고스트  리제르바 샤도네이,Silver Ghost  Reserva Chardonnay,화이트,None,16~18℃,32000,1,None,3,1
890,실버고스트  소비뇽 블랑,Silver Ghost  Sauvignon Blanc,화이트,None,10~12℃,24000,1,None,3,1
891,샤토 로쉐이론,Chateau Rocheyron,레드,None,16~18℃,460000,1,None,5,None
892,샤토 몽라베르,Chateau Montlabert,레드,None,16~18℃,160000,1,None,4,None
893,샤토 뒤 로 ,Chateau du Lort,레드,None,16~18℃,48000,1,None,4,None
894,샤토 드 트레시  마드모아젤 드 티,Chateau de Tracy  Mademoiselle de T,화이트,None,10~12℃,100000,1,None,3,1
895,샤토 드 트레시,Chateau de Tracy,화이트,None,8~10℃,116000,1,None,3,1
896,샴페인 자끄송  아비즈 데고르쥬멍 타르디프,Champagne Jacquesson  AVIZE Degorgement Tardif,스파클링,None,6~8℃,1000000,1,None,4,None
897,파시스  불독,Paxis  Bulldog,레드,None,16~18℃,48000,1,None,4,None
898,아뮤즈 부셰  리차드 G. 피터슨 피노 누아,Amuse Bouche  Richard G. Peterson Pinot Noir,레드,None,15~17℃,400000,1,None,4,None
899,아뮤즈 부셰 '썬 드렌치드 테이블',Amuse Bouche 'Sun Drenched Table',레드,None,16~18℃,1360000,1,None,5,None
900,피치니 그란 프루넬로,Piccini Gran Prugnello,레드,None,16~18℃,28000,1,None,3,None
901,피치니  히에론 까베르네 소비뇽,Piccini  Hieron Cabernet Sauvignon ,레드,None,16~18℃,25000,1,None,3,None
902,피치니  히에론 몬테풀치아노 다브루쪼,Piccini  Hieron Montepulciano d’Abruzzo,레드,None,16~18℃,12000,1,None,4,None
903,689 화이트 나파 밸리,689 White Napa Valley,화이트,None,10~12℃,30000,1,None,3,1
904,폰세카  빈티지 포트,Fonseca  Vintage Port,주정강화,None,16~18℃,450000,5,None,5,None
905,폰세카  20년 숙성 타우니 포트,Fonseca  20 Year Old Tawny Port,주정강화,None,16~18℃,125000,2,None,5,None
906,폰세카  10년 숙성 타우니 포트,Fonseca  10 Year Old Tawny Port,주정강화,None,16~18℃,66000,2,None,5,None
907,폰세카  빈 27,Fonseca  Bin 27,주정강화,None,16~18℃,43000,5,None,5,None
908,폰세카  루비 포트,Fonseca  Ruby Port,주정강화,None,16~18℃,35000,5,None,4,None
909,폰세카  타우니 포트,Fonseca  Tawny Port,주정강화,None,16~18℃,35000,5,None,4,None
910,탑 와인메이커스  50 배럴 까르메네르,Top Winemakers  50 Barrels Carmenere,레드,None,16~18℃,170000,1,None,4,None
911,탑 와인메이커스  3 엑시스 까베르네 소비뇽,Top Winemakers  3 Axis Cabernet Sauvignon,레드,None,17~19℃,150000,1,None,5,None
912,탑 와인메이커스  3 엑시스 까르메네르,Top Winemakers  3 Axis Carmenere,레드,None,16~18℃,150000,1,None,4,None
913,탑 와인메이커스  3 엑시스 시라,Top Winemakers  3 Axis Syrah,레드,None,16~18℃,150000,1,None,5,None
914,케익브레드  댄싱 베어 랜치,Cakebread  Dancing Bear Ranch,레드,None,16~18℃,335000,1,None,5,None
915,칸티 모스카토 다스티 골드 에디션,Canti Moscato d'Asti Gold Edition,화이트,None,8~10℃,25000,4,None,3,1
916,칸티  브라케토 핑크 에디션,Canti  Brachetto Pink Edition,레드,6.0,7~9℃,25000,4,None,3,None
917,칸티  프로세코 아이스,Canti  Prosecco ICE,스파클링,None,6~8℃,23000,3,2,3,1
918,칸티  모스카토 다스티,Canti  Moscato d'Asti,화이트,None,8~10℃,22000,4,None,2,1
919,칸티  피에몬테 브라케토,Canti  Piemonte Brachetto,레드,6.0,7~9℃,22000,4,None,3,None
920,칸티  프로세코,Canti  Prosecco,스파클링,None,6~8℃,13000,1,None,3,None
921,칸티  모스카토 콜레지오네 디 파밀리아,Canti  Moscato Collezione di Famiglia,화이트,None,6~8℃,12800,4,None,2,1
922,장 마크 셀레크  레 솔리스트 엑스트라 브륏,J.M. Seleque  Les Solistes Extra Brut,스파클링,None,6~9℃,98000,1,None,4,None
923,장 마크 셀레크  파르티시옹 엑스트라 브륏,J.M. Seleque  Partition Extra Brut  ,스파클링,None,6~8℃,95000,1,None,3,None
924,장 마크 셀레크  코메디아 엑스트라 브륏,J.M. Seleque  Commedia Extra Brut ,스파클링,None,6~8℃,75000,1,None,3,None
925,장 마크 셀레크  퀸텟 엑스트라 브륏,J.M. Seleque  Quintette Extra Brut ,스파클링,None,6~8℃,66000,1,None,3,None
926,장 마크 셀레크  솔레상스 브륏,J.M. Seleque  Solessance Brut ,스파클링,None,6~8℃,None,1,None,3,None
927,지아니 갈리아르도  마다마 바르베라 달바,Gianni Gagliardo  Madama Barbera d’Alba,레드,None,16~18℃,49000,1,None,4,None
928,지아니 갈리아르도  바롤로 '라자리토',Gianni Gagliardo  Barolo 'Lazzarito',레드,None,16~18℃,280000,1,None,5,None
929,지디 바이라  모스카토 다스티,GD Vajra  Moscato d'Asti,화이트,None,6~8℃,50000,4,None,3,1
930,지디 바이라 랑게 로쏘,GD Vajra Langhe Rosso,레드,None,16~18℃,25000,1,None,3,None
931,오레무스  토카이 아쑤 3 푸토뇨스,Oremus  Tokaji Aszu 3 Puttonyos,화이트,None,7~9℃,66000,5,None,4,1
932,샹파뉴 델라모뜨  블랑 드 블랑 빈티지,Champagne Delamotte  Blanc de Blancs Millesime,스파클링,None,6~8℃,170000,1,None,4,None
933,샹파뉴 델라모뜨  로제,Champagne Delamotte  Rose ,스파클링,None,6~8℃,170000,1,None,4,None
934,퀸 오브 몽페라 레드,Queen of Mont Perat Rouge,레드,None,16~18℃,None,1,None,4,None
935,퀸 오브 몽페라 화이트,Queen of Mont Perat Blanc,화이트,None,10~12℃,None,1,None,3,1
936,지롤라트,Girolate,레드,None,16~18℃,200000,1,None,5,None
937,팍셀 루즈,Parcelle Rouge,레드,None,16~18℃,20000,1,None,3,None
938,샤또 몽페라 스페셜 셀렉션 블랑,Chateau Mont Perat Special Selection Blanc,화이트,None,10~12℃,18000,1,None,3,1
939,쁘띠 폴리,Petites Folies,레드,None,16~18℃,18000,1,None,3,None
940,브렛 브라더스  라 수프랑디에르 뿌이 뱅젤 '레 롱제이',Bret Brothers  La Soufrandiere Pouilly Vinzelles 'Les Longeays',화이트,None,11~13℃,89000,1,None,4,1
941,브렛 브라더스  라 수프랑디에르 뿌이 뱅젤,Bret Brothers  La Soufrandiere Pouilly Vinzelles,화이트,None,10~12℃,69000,1,None,3,1
942,미스팅게  까바 브뤼,Mistinguett  Cava Brut,스파클링,11.5,6~8℃,55000,1,2,3,1
943,미스팅게  까바 브륏 로제,Mistinguett  Cava Brut Rose,스파클링,12.0,6~8℃,55000,1,2,3,1
944,몽제아르 뮈네레  그랑 에쉐조 그랑 크뤼,Mongeard Mugneret  Grands Echezeax Grand Cru,레드,None,16~18℃,560000,1,None,4,None
945,몽제아르 뮈네레  본 로마네,Mongeard Mugneret  Vosne Romanee,레드,None,15~17℃,170000,1,None,4,None
946,마칸,Macan,레드,None,16~18℃,130000,1,None,5,None
947,마칸 클라시코,Macan Clasico,레드,None,16~18℃,85000,1,None,4,None
948,루스토  VORS 페드로 히메네즈,Lustau  VORS Pedro Ximenez,주정강화,None,12~14℃,210000,4,None,5,None
949,루스토  VOS 페드로 히메네즈,Lustau  VOS Pedro Ximenez,주정강화,None,12~14℃,180000,4,None,5,None
950,루스토  페드로 히메네즈 산 에밀리오 솔레라 레세르바,Lustau  Pedro Ximenez San Emilio Solera Reserva,주정강화,20.0,12~13℃,55000,4,None,5,None
951,루스토  올로로소 돈 누뇨 솔레라 레세르바,Lustau  Oloroso Don Nuno Solera Reserva,주정강화,20.0,14~16℃,50000,1,None,5,None
952,루스토  이스트 인디아 솔레라,Lustau  East India Solera,주정강화,20.0,12~14℃,37000,4,None,5,None
953,루스토  아몬띠야도 로스 아르코스 솔레라 레세르바,Lustau  Amontillado Los Arcos Solera Reserva,주정강화,18.5,14~16℃,35000,1,None,5,None
954,로케이션 CA 화이트,Location CA White,화이트,None,10~12℃,None,1,None,3,1
955,로케이션 CA 레드,Location CA Red,레드,None,17~19℃,None,1,None,4,None
956,로케이션 OR,Location OR,레드,None,15~17℃,None,1,None,3,None
957,로케이션 WA,Location WA,레드,None,16~18℃,None,1,None,4,None
958,로케이션 E,Location E,레드,None,16~18℃,None,1,None,4,None
959,로케이션 I,Location I,레드,None,16~18℃,None,1,None,3,None
960,로케이션 F,Location F,레드,None,16~18℃,None,1,None,3,None
961,랭 윌라멧 밸리 클래식 피노누아,Lange Willamette Valley Classic Pinot Noir,레드,None,15~17℃,45000,1,None,3,None
962,마티아즈  리슬링 아우스레제,H.Matthias  Rieling Auslese Bio,화이트,12.5,10~12℃,110000,4,None,3,1
963,마티아즈  츠바이겔트 퓨어 '마세레이티드 와인',H.Matthias  Zweiglet Pur 'Macerated Method',레드,13.0,16~18℃,150000,1,None,3,None
964,마티아즈  리슬링 퓨어 '오렌지 와인',H.Matthias  Riesling Pur 'Orange Wine',화이트,13.0,16~18℃,150000,1,None,3,1
965,마티아즈  피노누아,H.Matthias  Pinot Noir Bio,레드,12.5,16~18℃,130000,1,None,3,None
966,마티아즈  츠바이겔트 리저브,H.Matthias  Zweigelt Reserve Bio,레드,13.0,16~18℃,110000,1,None,4,None
967,마티아즈  츠바이겔트 블라우부르군더,H.Matthias  Zweigelt Blauburger Bio,레드,12.5,16~18℃,80000,1,None,3,None
968,마티아즈  그뤼너 벨트리너 시버그,H.Matthias  Gruner Veltliner Seeberg Bio,화이트,12.5,14~16℃,120000,1,None,3,1
969,마티아즈  제미슈터 사츠 프루트서스,H.Matthias  Gemischter Satz Fruchtsuss Bio,화이트,12.5,10~12℃,85000,3,None,3,1
970,마티아즈  제미슈터 사츠,H.Matthias  Gemischter Satz Bio,화이트,12.5,10~12℃,80000,1,None,3,1
971,마티아즈  츠바이겔트 로제,H.Matthias  Zweigelt Rose Bio,로제,12.5,10~12℃,60000,1,None,3,None
972,마티아즈  세코 로제 브뤼,H.Matthias  Secco Rose Brut Bio,스파클링,12.0,6~8℃,50000,1,None,3,None
973,피치니  메모로 로사토,Piccini  Memoro Rosato,로제,None,11~13℃,9900,2,None,3,None
974,베러 하프 소비뇽 블랑  ,Better Half Sauvignon Blanc,화이트,12.76,10~12℃,38000,1,None,3,1
975,베러 하프 피노 누아,Better Half Pinot Noir,레드,13.2,15~17℃,52000,1,None,3,None
976,조엘 고트 815 까베르네 소비뇽,Joel Gott 815 Cabernet Sauvignon,레드,13.9,16~18℃,77000,1,None,4,None
977,데나다 셀러 레드 블랜드,Denad Cellar Red Blend,레드,14.0,16~18℃,34000,1,None,4,None
978,데나다 셀러 까베르네 소비뇽,Denad Cellar Cabernet Sauvignon,레드,14.0,17~19℃,34000,1,None,3,None
979,플라티노 핑크 모스카토,Platino Pink Moscato,스파클링,7.0,6~8℃,None,4,None,2,None
980,플라티노 블루 모스카토,Platino Blue Moscato,스파클링,7.0,6~8℃,None,4,None,2,None
981,스털링  나파 밸리 소비뇽 블랑,Sterling  Napa Valley Sauvignon Blanc,화이트,13.5,10~12℃,104000,1,None,3,1
982,이벨 화이트,Evel White,화이트,13.5,10~12℃,34000,1,None,3,1
983,이벨 레드,Evel Tinto,레드,13.5,16~18℃,34000,1,None,3,None
984,트리가,Triga,레드,16.0,16~18℃,150000,1,None,5,None
985,롱고 동고,Wrongo Dongo,레드,15.0,16~18℃,34000,1,None,4,None
986,벤타 모랄레스 템프라니요,Venta Morales Tempranillo,레드,13.5,16~18℃,24000,1,None,4,None
987,타리마 모스카텔,Tarima Moscatel,스파클링,7.0,6~8℃,34000,4,None,2,None
988,타리마 오가닉,Tarima Organic,레드,14.5,16~18℃,34000,1,None,4,None
989,보데가스 브레카  가르나챠 데 푸에고 레드,Bodegas Breca  Garnacha de Fuego Red,레드,14.5,16~18℃,32000,1,None,4,None
990,보데가스 브레카,Bodegas Breca,레드,14.5,16~18℃,64000,1,None,4,None
991,파타 네그라 그랑 리제르바,Pata Negra Gran Reserva ,레드,13.0,17~19℃,50000,2,None,5,None
992,파타 네그라 리제르바,Pata Negra Reserva,레드,13.0,16~18℃,34000,2,None,4,None
993,파타 네그라 로블,Pata Negra Roble,레드,13.0,16~18℃,25000,2,None,3,None
994,본샹스 모스카토 로제,Bonne Chance Moscato Rose,스파클링,7.0,6~8℃,None,4,None,3,None
995,모나스테리오 그랑 리제르바,Monasterio Gran Reserva,레드,13.0,16~18℃,62000,1,None,5,None
996,모나스테리오 로제,Monasterio Rose,로제,13.0,8~10℃,25000,2,None,3,None
997,도멘 마샹 프레르  끌로 드 라 로쉐 그랑 크뤼,Domaine Marchand Freres  Clos de la Roche Grand Cru,레드,13.5,15~17℃,400000,1,None,5,None
998,도멘 마샹 프레르  그리오뜨 샹베르땡 그랑 크뤼,Domaine Marchand Freres  Griotte Chambertin Grand Cru,레드,13.5,15~17℃,590000,1,None,5,3
999,도멘 마샹 프레르  샤름 샹베르땡 그랑 크뤼,Domaine Marchand Freres  Charmes Chambertin Grand Cru,레드,13.5,15~17℃,380000,1,None,4,3
1000,도멘 마샹 프레르  샹볼 뮈지니 프리미에 크뤼 레 성띠에,Domaine Marchand Freres  Chambolle-Musigny 1er Cru Les Sentiers,레드,13.0,15~17℃,300000,1,None,4,None
1001,도멘 마샹 프레르  모레 쌩 드니 프리미에 크뤼 '레 파코니에르',Domaine Marchand Freres  Morey Saint Denis 1er Cru 'Les Faconnieres',레드,13.0,15~17℃,250000,1,None,4,3
1002,도멘 마샹 프레르  샹볼 뮈지니 비에유 비뉴,Domaine Marchand Freres  Chambolle Musigny Vieilles Vignes,레드,13.0,15~17℃,180000,1,None,4,3
1003,도멘 마샹 프레르  쥬브레 샹베르땡 '오제테루아',Domaine Marchand Freres  Gevrey-Chambertin 'Aux Etelois',레드,13.0,15~17℃,170000,1,None,4,None
1004,도멘 마샹 프레르  모레 쌩 드니 비에유 비뉴,Domaine Marchand Freres  Morey Saint Denis Vieilles Vignes,레드,13.0,15~17℃,150000,1,None,4,None
1005,도멘 마샹 프레르  마르사네 비에유 비뉴,Domaine Marchand Freres  Marsannay Vieilles Vignes,레드,13.0,15~17℃,124000,1,None,3,None
1006,도멘 마샹 프레르  오 꼬뜨 드 뉘 '레뚜르 오 수스',Domaine Marchand Freres  Bourgogne Hautes Cotes de Nuits 'Retour aux Sources',레드,12.5,15~17℃,120000,1,4,4,4
1007,도멘 마샹 프레르  부르고뉴 피노누아,Domaine Marchand Freres  Bourgogne Pinot Noir,레드,12.5,15~17℃,86000,1,None,3,None
1008,도멘 마샹 프레르  꼬또 부르기뇽 블랑 뀌베 파니,Domaine Marchand Freres  Coteaux Bourguignons Blanc Cuvee Fanny,화이트,12.5,10~12℃,71000,1,5,2,1
1009,클라우디오 콰르타 비나이올로  상파올로 이르피니아 알리아니꼬,Claudio Quarta Vignaiolo  Sanpaolo Irpinia Aglianico,레드,13.5,17~19℃,58000,1,3,4,4
1010,클라우디오 콰르타 비나이올로  상파올로 타우라지 리제르바,Claudio Quarta Vignaiolo  Sanpaolo Taurasi Riserva,레드,13.5,16~18℃,143000,1,None,5,4
1011,벨레노시  베르디키오 데이 까스텔리 디 예지,Velenosi  Verdicchio dei Castelli di Jesi,화이트,14.0,10~12℃,55000,1,5,3,1
1012,토레 오리아  까바 샤르도네 브륏,Torre Oria  Cava Chardonnay Brut,스파클링,12.0,6~8℃,74000,1,2,3,1
1013,에르다지 두 가미투  테라스 두 크라투,Herdade do Gamito  Terras do Crato,레드,14.0,16~18℃,52000,1,None,3,None
1014,클라우디오 콰르타 비나이올로  모로스,Claudio Quarta Vignaiolo  Moros,레드,15.0,17~19℃,120000,1,None,4,3
1015,벨레노시  레브,Velenosi  Reve,화이트,13.0,10~12℃,93000,1,5,3,1
1016,벨레노시  치르쿰 몬테풀치아노 다브루쪼,Velenosi  Cirum Montepulciano d'Abruzzo,레드,13.5,16~18℃,60000,1,3,4,4
1017,까사 비니콜라 나탈레 베르가  지안까를로 모스카토 다스티,Casa Vinicola Natale Verga  Giancarlo Moscato d'Asti,화이트,5.0,8~10℃,42000,4,None,3,1
1018,클라우디오 콰르타 비나이올로  상파올로 그레꼬 디 투포,Claudio Quarta Vignaiolo  Sanpaolo Greco di Tufo,화이트,13.0,10~12℃,88000,1,5,3,1
1019,벨레노시  라끄리마 디 모로 달바,Velenosi  Lacrima Di Morro d'Alba,레드,13.0,16~18℃,73000,1,3,4,4
1020,캄포 알라 수게라  아르니오네,Campo Alla Sughera  Arnione,레드,14.0,16~18℃,190000,1,3,5,5
1021,에르다지 두 가미투  가미투 틴토,Herdade do Gamito  Gamito Tinto,레드,14.0,16~18℃,61000,1,None,4,None
1022,샤또 르 뻬이,Chateau Le Pey,레드,13~14,16~18℃,56000,1,3,4,3
1023,깜포 알라 수게라,Campo Alla Sughera,레드,14.5,16~18℃,280000,1,3,5,5
1024,클라우디오 콰르타 비나이올로  쿠알레,Claudio Quarta Vignaiolo  QU.ALE,레드,12.5,16~18℃,42000,1,3,3,3
1025,에르다지 두 가미투,Herdade do Gamito,레드,14.0,16~18℃,86000,1,None,4,None
1026,보데가스 아라얀  쁘띠 베르도,Bodegas Arrayan  Petit Verdot,레드,14.0,17~19℃,84000,1,None,5,None
1027,보데가스 아라얀  셀레씨옹,Bodegas Arrayan  Seleccion,레드,14.5,16~18℃,61000,1,None,4,None
1028,도멘 드 라 팽소니에  부브레 섹,Domaine de la Pinsonniere  Vouvray Sec,화이트,12.0,10~12℃,58000,1,None,3,1
1029,떼르 드 픽세그,Terre de Pique Segue,레드,15.0,17~19℃,89000,1,None,4,3
1030,칼라브리아 패밀리 와인즈  노바 핑크 모스카토,Calabria Family Wines  Nova Pink Moscasto,로제,8.0,8~10℃,36000,4,None,3,1
1031,칼라브리아 패밀리 와인즈  휘슬링 덕 까베르네 메를로,Calabria Family Wines  Whistling Duck Cabernet Merlot,레드,14.0,16~18℃,33000,1,None,4,None
1032,칼라브리아 패밀리 와인즈  휘슬링 덕 쉬라즈,Calabria Family Wines  Whistling Duck Shiraz,레드,14.5,16~18℃,33000,1,None,4,None
1033,칼라브리아 패밀리 와인즈  휘슬링 덕 샤도네이,Calabria Family Wines  Whistling Duck Chardonnay,화이트,13.0,10~12℃,33000,1,None,3,1
1034,보데가스 세뇨리오 데 아라나  소믈리에 레세르바,Bodegas Senorio de Arana  Sommelier Reserva,레드,14.0,16~18℃,79000,1,None,5,None
1035,보데가스 세뇨리오 데 아라나  소믈리에 크리안싸,Bodegas Senorio de Arana  Sommelier Crianza,레드,14.0,16~18℃,61000,1,None,4,None
1036,비뇨블 퐁까이유  라 루미에르,Vignobles Foncalieu  La Lumiere,레드,14.0,16~18℃,96000,1,None,4,None
1037,비뇨블 퐁까이유  르 베르상 까베르네 소비뇽,Vignobles Foncalieu  Le Versant Cabernet Sauvignon,레드,14.0,16~18℃,49000,1,None,4,None
1038,비뇨블 퐁까이유  르 베르상 피노누아,Vignobles Foncalieu  Le Versant Pinot Noir,레드,13.0,15~17℃,49000,1,None,3,None
1039,비뇨블 퐁까이유  르 베르상 샤르도네,Vignobles Foncalieu  Le Versant Chardonnay,화이트,13.0,10~12℃,49000,1,None,3,1
1040,샴페인 드 브노쥬  루이 15세 브륏,Champagne de Venoge  Louis XV,스파클링,12.0,6~8℃,730000,1,4,3,1
1041,샴페인 드 브노쥬  프린스 블랑 드 누아,Champagne de Venoge  Princes Blanc de Noirs,스파클링,12.0,7~9℃,325000,1,3,4,1
1042,샴페인 드 브노쥬  프린스 블랑 드 블랑,Champagne de Venoge  Princes Blanc de Blancs,스파클링,12.0,6~8℃,325000,1,4,3,1
1043,폰토디  '비냐 데 소르보' 키안티 클라시코 그란 셀레지오네,Fontodi  'Vigna del Sorbo' Chianti Classico Gran Selezione,레드,None,16~18℃,190000,1,None,5,None
1044,트웬티 비스 비달 아이스와인,20 Bees Vidal Icewine,화이트,None,4~6℃,35000,5,None,5,1
1045,이기갈  생 조셉 '비뉴 드 로스피스',E.Guigal  Saint Joseph 'Vignes de l’Hospice',레드,None,16~18℃,160000,1,None,4,None
1046,이기갈 꼬뜨 뒤 론 스페셜 셀렉션 ,E.Guigal  Cotes du Rhone Special Selection,레드,None,16~18℃,18800,1,None,3,None
1047,시즌스 비달 아이스와인,Seasons Vidal Icewine,화이트,None,4~6℃,28800,5,None,5,1
1048,샤또 데 자크 플뢰리,Chateau des Jacques Fleurie,레드,None,14~16℃,43000,1,3,3,2
1049,루이 자도  뽀마르 프르미에 크뤼 ‘끌로 드 라 꼬마렌’,Louis Jadot  Pommard 1er Cru ‘Clos de la Commaraine’,레드,None,15~17℃,139000,1,None,4,None
1050,루이 자도  뽀마르,Louis Jadot  Pommard,레드,None,15~17℃,105000,1,None,4,None
1051,루이 자도  모레 생드니 프르미에 크뤼 ‘끌로 데 조름’,Louis Jadot  Morey-St-Denis 1er Cru ‘Clos des Ormes’,레드,None,15~17℃,139000,1,None,4,None
1052,루이 자도  꼬뜨 드 본 빌라쥐 레드,Louis Jadot  Cote de Beaune-Villages Rouge,레드,None,15~17℃,47000,1,None,3,None
1053,레이크뷰 비달 아이스와인,Lakeview Cellars Vidal Icewine,화이트,None,5~7℃,49000,5,None,4,1
1054,도멘 페레 뿌이 퓌세 '르 끌로',Domaine J.A. Ferret Pouilly-Fusse Tete de Cru 'Le Clos',화이트,None,10~12℃,89000,1,None,3,1
1055,도멘 페레 뿌이 퓌세 '레 메네트리에',Domaine J.A. Ferret Pouilly-Fusse Hors Classe 'Les Menetrieres',화이트,None,10~12℃,115000,1,None,4,1
1056,도멘 페레 뿌이 퓌세,Domaine J.A. Ferret Pouilly-Fusse,화이트,None,10~12℃,65000,1,None,3,1
1057,기센  더 브라더스 말보로우 피노 누아,Giesen  The Brothers Marlborough Pinot Noir,레드,14.5,15~17℃,87000,1,None,3,None
1058,프로베토 로사토 세미-세코,Provetto Rosato Semi-Secco,스파클링,10.0,6~8℃,None,2,2,3,1
1059,또스띠  톨라스코 모스카토 다스티,Tosti  Torlasco Moscato d'Asti,화이트,5.5,6~8℃,60000,4,None,2,1
1060,보가르베 1915  라크루즈 베가  센테나리오,Bogarve 1915  Lacruz Vega Centenario,레드,None,17~19℃,None,1,None,5,None
1061,보가르베 1915  라크루즈 베가 떼루아,Bogarve 1915  Lacruz Vega Terrioir,레드,None,16~18℃,None,1,None,4,None
1062,보가르베 1915   라크루즈 베가 시라,Bogarve 1915  Lacruz Vega Syrah,레드,None,17~19℃,None,1,None,4,None
1063,보가르베 1915  라크루즈 베가 템프라니요,Bogarve 1915  Lacruz Vega Tempranillo,레드,None,17~19℃,None,1,None,4,None
1064,쇼팽 디디에  샹파뉴 윌리암 드 몽떼 브뤼,Chopin Didier  Champagne William de Montez Brut,스파클링,None,6~8℃,None,1,None,4,None
1065,쇼팽 디디에  샹파뉴 뵈브 드 벨레 브뤼,Chopin Didier  Champagne Veuve de Bellay Brut,스파클링,None,6~8℃,None,1,None,3,None
1066,에티엔 브와로  샤블리 프르미에 크뤼 보스그로,Etienne Boileau  Chablis 1er Cru Vosgros,화이트,None,10~12℃,None,1,None,4,1
1067,에티엔 브와로  샤블리 프르미에 크뤼 바이용,Etienne Boileau  Chablis 1er Cru Vaillons,화이트,None,10~12℃,None,1,None,4,1
1068,에티엔 브와로  샤블리,Etienne Boileau  Chablis,화이트,None,10~12℃,None,1,None,3,1
1069,도멘 피에르 장 빌라  꼬뜨 로띠 벨 드 마이아,Domaine Pierre Jean Villa  Cote Rotie Belle de Maia,레드,None,17~19℃,None,1,None,5,None
1070,도멘 피에르 장 빌라 꼬뜨 로띠 까르미나,Domaine Pierre Jean Villa  Cote Rotie Carmina ,레드,None,17~19℃,None,1,None,5,None
1071,도멘 피에르 장 빌라  생 조셉 틸데,Domaine Pierre Jean Villa  Saint Joseph Tilde,레드,None,16~18℃,None,1,None,4,None
1072,도멘 피에르 장 빌라  생 조셉 프레파스 ,Domaine Pierre Jean Villa  Saint Joseph Preface,레드,None,16~18℃,None,1,None,4,None
1073,도멘 피에르 장 빌라  크로즈 에르미따주 아크로슈 꿰르,Domaine Pierre Jean Villa  Crozes Hermitage Accroche Coeur,레드,None,16~18℃,None,1,None,4,None
1074,도멘 피에르 장 빌라  꽁드리유 쟈뎅 쉬스펑뒤,Domaine Pierre Jean Villa  Condrieu Jardin Suspendu,화이트,None,10~12℃,None,1,None,4,1
1075,도멘 라파주 아무르 로제,Domaine Lafage Amour Rose,로제,None,12~14℃,None,2,None,3,None
1076,씨네쿼넌  라이트모티프,Sine Qua Non  Lightmotif,화이트,None,11~13℃,1000000,1,None,5,1
1077,씨네쿼넌  피라냐 워터댄스 쉬라,Sine Qua Non  Piranha Waterdance Syrah,레드,None,17~19℃,3600000,1,None,5,None
1078,씨네쿼넌  샥티 그리나쉬,Sine Qua Non  Shakti Grenache,레드,None,17~19℃,3200000,1,None,5,None
1079,씨네쿼넌  젠틀맨 쉬라,Sine Qua Non  Male Syrah,레드,None,17~19℃,3000000,1,None,5,None
1080,씨네쿼넌  레이디 그리나쉬,Sine Qua Non  Female Grenache,레드,None,17~19℃,3000000,1,None,5,None
1081,엘더링  피노타지,Aaldering  Pinotage,레드,None,16~18℃,100000,1,None,4,None
1082,엘더링  까베르네 소비뇽 멜롯,Aaldering  Cabernet Sauvignon Merlot,레드,None,16~18℃,100000,1,None,5,None
1083,엘더링  샤르도네,Aaldering  Chardonnay,화이트,None,10~12℃,95000,1,None,3,1
1084,엘더링  피노타지 블랑,Aaldering  Pinotage Blanc ,화이트,None,14~16℃,95000,1,None,4,1
1085,엘더링  소비뇽 블랑,Aaldering  Sauvignon Blanc,화이트,None,12~14℃,95000,1,None,3,1
1086,플로렌스 바이 엘더링 레드,Florence by Aaldering Red,레드,None,16~18℃,69000,1,None,4,None
1087,플로렌스 바이 엘더링 화이트,Florence by Aaldering White,화이트,None,10~12℃,69000,1,None,3,1
1088,사가 생떼밀리옹,Saga Saint-Emilion,레드,None,16~18℃,None,1,None,3,None
1089,레드 다이아몬드  쉬라즈,Red Diamond  Shiraz,레드,None,16~18℃,55000,1,None,4,None
1090,레드 다이아몬드  피노 누아,Red Diamond  Pinot Noir,레드,None,15~17℃,55000,1,None,3,None
1091,콜롬비아 크레스트  그랜드 에스테이트 시라,Columbia Crest  Grand Estate Syrah,레드,None,16~18℃,35900,1,None,4,None
